ROW_NAMES	CBX1_average	CBX3_average	CBX5_average	CBX7_average	CBX8_average	MSH2_average	MSH3_average	MSH6_average	PARP1_average	RPA1_average	RPA2_average	RPA3_average	XRCC5_average	XRCC6_average	SSBP1_average	SPIN1_average	WDR76_average	
gi|385719194|ref|NP_001245321.1|	-7.054198	-17.49678	-4.141228	793.6454	2094.827	-1.53334	-7.324501	-6.332615	0	-6.049751	-1.762012	-3.576803	-1.926995	-4.294614	0	-8.766257	-28.49893	
gi|194294548|ref|NP_001123578.1|	-1.516407	-1.75096	-1.001965	-1.008514	-0.4371391	-0.4869191	2.441824	0	-1.717228	-1.001413	-0.4686801	-2.16559	30.69854	-1.074209	-0.4466422	-1.44131	10.63971	
gi|228008291|ref|NP_006363.4|	-1.338041	-0.8882516	-0.9994808	-1.101023	-1.271401	-0.4860909	4.556467	-0.7557531	8.232534	-0.6991803	0	-2.158136	0	0.1703547	0	54.27223	0.1431181	
gi|4506701|ref|NP_001016.1|	1.890195	2.581348	-1.002452	3.624146	-2.26529	0	0.3934354	0.206618	35.0182	0	0	-2.430527	0	0	0	-1.687312	12.21161	
gi|14211889|ref|NP_115963.1|	7.234432	0.1889935	-1.504843	-1.559538	-3.888632	0	-1.659738	0	-1.657545	-1.445017	-1.179456	-3.273206	-0.8922772	-0.8991889	0	102.1776	-2.827742	
gi|4826686|ref|NP_004930.1|	-2.191234	-2.299398	-1.445569	-0.403869	-1.842612	0	-0.5567003	-1.614735	26.46674	0	0	-1.779696	-1.986713	-1.813548	0	94.20458	5.168601	
gi|50659095|ref|NP_004719.2|	-2.327424	-2.69755	-1.287108	-1.676561	-1.147543	0	-1.862012	-1.337177	113.0484	-0.8430647	0	-3.4534	0	-1.58452	0	12.81649	10.5396	
gi|51479192|ref|NP_002922.2|	-2.529451	3.002921	-2.047372	45.71087	137.8017	0	-2.215635	-1.539914	0	0	0	-2.55375	0	-1.529393	0	-3.010258	-3.583073	
gi|62739173|ref|NP_001015885.1|	0	-1.144143	-0.6306498	-0.6092486	1.082718	2.639999	6.339716	8.745837	0.8657889	0.5068008	0	-1.051643	-1.101613	0	0	9.931842	-0.7923077	
gi|21265093|ref|NP_115866.1|	-0.8802891	8.816925	2.385473	11.63997	-1.886837	-0.3703806	1.082355	0	-1.329123	0	0	-1.673619	-1.367074	-0.7208101	0	2.729283	9.277141	
gi|51100974|ref|NP_056009.1|	-4.829054	-4.285354	0	246.4812	0	-0.8167446	-2.557239	-2.749637	0.4460319	0	0	-2.809952	-2.993205	0	0	-1.184364	67.46168	
gi|30581135|ref|NP_006297.2|	-0.1439646	-1.819918	-0.8646311	3.850055	-1.569642	-0.5345065	-0.4550152	-0.7679645	26.01341	0	-0.7269742	-1.506727	-1.768223	-0.7627043	0	-1.612009	44.39838	
gi|4885385|ref|NP_005315.1|	92.97087	-2.453608	-0.257171	0	0	0	0	0	2.427828	0	-0.9020114	-3.373179	-1.066994	0	0	10.2568	39.46861	
gi|238776833|ref|NP_005773.3|	-8.198915	-3.499897	0	-2.301779	-17.14847	0	-5.366914	-2.338577	-10.85335	0	0	-2.771474	0	-4.292991	0	1101.977	-13.15187	
gi|78214522|ref|NP_001030335.1|	-2.916875	-1.252445	0	92.26794	-1.162805	0	-1.871209	0	20.92304	0	-1.647244	-2.29543	0	0	0	-1.418559	28.76239	
gi|156119605|ref|NP_036336.2|	36.10761	28.73506	8.063898	-0.9845517	-1.415174	0	-0.7947452	-0.7797443	-1.679526	0	0	-2.374057	-1.766555	-1.08687	0	-1.476431	-1.416387	
gi|153792539|ref|NP_055189.2|	13.4449	12.72838	1.138526	-0.7992841	-2.433005	0	-0.8546177	-0.8396167	-2.158506	0	0	-2.469305	0	0	0	-1.901902	54.46511	
gi|20806097|ref|NP_071896.8|	7.381869	5.422298	4.410021	0.2451525	0.910705	0	0	0	-1.387926	0	0	-1.868472	0	-0.718308	0	0	33.04574	
gi|183076548|ref|NP_001116847.1|	224.8039	-4.200898	46.32424	0	0	0	0	0	-2.15989	0	0	-3.34694	0	0	0	-1.180342	8.767178	
gi|40217790|ref|NP_115810.2|	3.948215	9.004319	-1.225001	7.597108	-1.749331	0	0	0	2.726873	0	0	-2.448634	0	0	0	-1.97467	82.45104	
gi|61097912|ref|NP_612409.1|	7.787523	1.739539	3.74238	8.141627	-2.105033	0	0	0	0	0	0	-1.97265	-0.8335726	0	0	-1.323999	43.66195	
gi|149274651|ref|NP_115547.1|	2.730687	8.281209	6.296902	0.8186767	-1.47274	0	0	-0.6092117	-0.9803808	0	0	-1.378367	0	0	0	-0.7071686	27.63682	
gi|190358536|ref|NP_001121902.1|	-5.15497	4.526423	15.1482	0	0	520.3703	-2.262974	0	-1.228872	0	0	-3.927483	0	0	0	0	-2.696466	
gi|256017159|ref|NP_001074010.2|	61.65816	7.086097	6.989558	0.7574549	-1.480384	0	0	0	0	-0.7270073	0	-2.40858	0	0	0	3.763438	-1.424059	
gi|5730009|ref|NP_006501.1|	0.3545678	0	0	5.58581	8.154307	0	0	0	-0.9175044	0	0	-1.00734	0	-0.543435	0	24.23942	-0.6656419	
gi|12056465|ref|NP_001427.2|	-1.164788	-0.801625	0	-0.01463438	0	0	0	0	15.96222	0	0	-0.8855745	0	0	0	50.40595	9.797167	
gi|7657693|ref|NP_055162.1|	33.79013	61.5393	33.78231	-1.344144	0	0	0	0	0	0	0	-1.625244	0	0	0	-0.0973641	-1.89124	
gi|300360505|ref|NP_001177924.1|	23.35822	47.43286	6.297695	0	-1.48085	0	-1.117095	0	-1.552163	0	0	1.171224	0	0	0	-1.180952	0	
gi|110735439|ref|NP_000544.2|	-1.906754	0	0	0	0	0	0	0	-1.331616	15.58943	-0.98022	76.48307	1.187122	6.98635	0	0	0	
gi|143771699|ref|NP_006626.3|	22.99751	33.02299	10.7705	0	0	0	0	0	0	0	0	-1.359079	0	0	0	0	0.7450592	
gi|190014620|ref|NP_597721.2|	21.57296	59.39828	21.12823	0	0	0	0	0	0	0	0	-0.6496826	0	0	0	0	-1.106531	
gi|4585643|ref|NP_003408.1|	34.49936	37.9766	4.479911	0	0	0	0	0	0	0	0	-0.853171	0	0	0	0	0	
gi|283837894|ref|NP_001164633.1|	72.50986	48.52992	15.64639	0	0	0	0	-0.8472652	-0.9706089	0	0	-2.961849	0	0	0	0	-1.921678	
gi|157952211|ref|NP_001103159.1|	22.52625	65.83023	0	0	0	0	0	0	0	0	0	13.4257	0	0	0	0	-0.9135888	
gi|31340735|ref|NP_852466.1|	48.57607	76.05435	32.25193	0	-1.152885	0	0	0	0	0	0	-2.659009	0	0	0	0	-2.094821	
gi|4508035|ref|NP_003407.1|	27.66762	28.29397	12.21105	0	0	0	0	0	0	0	0	0.08615835	0	0	0	0	-1.417935	
gi|223890151|ref|NP_001138789.1|	18.93248	24.28677	2.586773	0	0	0	0	-0.6691265	0	0	0	20.17325	0	-0.6638663	0	0	0	
gi|358679311|ref|NP_001240626.1|	11.37907	79.25917	0	0	0	0	0	0	-1.577707	0	0	0	0	0	0	23.4188	0	
gi|21536485|ref|NP_003316.3|	100.2674	27.56484	7.023473	0	0	0	0	0	0	0	-0.7821051	-2.72015	0	0	0	-1.380006	0	
gi|21362078|ref|NP_075562.2|	31.48132	74.74081	13.94797	0	0	0	0	0	0	0	0	-2.248455	0	0	0	0	-0.9587237	
gi|61743954|ref|NP_001611.1|	355.368	436.6268	0	0	0	0	0	0	-9.723398	-6.301707	0	0	0	0	0	0	0	
gi|187761314|ref|NP_001120679.1|	0	0	0	0	0	0	0	0	0	5.271828	37.90464	104.7844	0	0	0	0	0	
gi|237858695|ref|NP_001028174.2|	0	0	0	0	0	0	0	0	0	22.0197	19.55607	23.22789	0	0	0	0	0	
gi|156523968|ref|NP_001609.2|	23.19288	-24.24986	-19.43827	-19.17234	-36.48917	-10.26228	-22.20287	-23.05302	1214.075	21.34884	-19.7916	-43.16686	-33.05223	111.1224	-12.26089	-25.65769	-32.95544	
gi|32189394|ref|NP_001677.2|	27.90205	30.35008	-23.96264	-26.35769	1.418939	12.51983	18.82469	115.1629	25.11845	-15.56053	-24.68955	-43.91489	-17.00882	-25.11065	92.05524	43.37365	-42.29793	
gi|21361144|ref|NP_002795.2|	2.632773	-4.14851	-2.721835	-4.238581	6.174404	8.887812	25.56854	34.09081	-3.53941	-1.782732	-3.963276	-7.50649	-4.691769	-3.795534	5.517803	-0.07468297	-6.562998	
gi|33286418|ref|NP_002645.3|	-1.260955	-5.826871	-1.998669	-3.361459	-10.43464	5.8879	34.99667	6.482282	44.14325	0.469606	-3.39637	-9.4367	0.0194619	-1.480274	1.141358	8.478016	-6.040388	
gi|66933005|ref|NP_001019820.1|	-1.453169	-2.588319	-4.130045	-4.522802	-6.93769	12.66497	15.17837	9.587562	21.97828	3.502127	-3.921438	-7.610563	-2.442311	-0.4207539	2.943933	5.833991	-6.170594	
gi|13259510|ref|NP_004073.2|	19.9887	0.6521083	-0.6688183	-2.970161	-6.390714	7.146597	16.74237	11.15912	6.776588	-2.351403	-2.516779	-5.070399	-4.124807	-0.9947869	4.308675	1.653799	-5.064602	
gi|106775678|ref|NP_001035807.1|	152.8918	-5.07038	-0.6318677	-3.158493	-6.224452	-1.282713	-3.102947	-3.591365	-2.285573	-2.19668	-3.022947	-6.846433	-5.344004	-1.031274	-1.472277	0.2463379	45.69403	
gi|21327708|ref|NP_631946.1|	-21.09027	-22.48387	1050.659	-14.51697	-25.17099	-7.387685	-16.66311	-15.78201	-23.95677	-12.82907	-10.01496	418.2695	-21.4088	-10.08523	-13.54245	-22.27077	-25.28631	
gi|62241042|ref|NP_004437.2|	-1.384855	-1.535324	-1.133512	-2.592965	-7.092133	5.949127	32.80543	6.896597	0.7513994	-2.704978	-2.905201	-1.167684	-4.22012	0.6680567	-3.121676	18.88984	-0.4480857	
gi|14141152|ref|NP_005959.2|	-6.66375	-5.260582	-3.619233	-1.690525	-10.00942	-2.173532	2.653713	-0.5578999	108.0173	-4.26473	-4.23158	-8.302055	-7.273966	39.48298	-4.099088	2.489386	15.08604	
gi|14043072|ref|NP_112533.1|	-7.017486	-6.068399	-2.973261	-2.951901	-9.844178	-1.81282	-0.4791646	-4.659157	30.48172	-3.75002	-2.861537	-8.821879	-6.478909	108.8096	-2.480621	133.5925	-6.749917	
gi|5031839|ref|NP_005545.1|	0	0	0	0	0	0	6.565504	-0.5356044	-0.6403875	3.92722	0.3930913	7.586905	-0.6429827	15.40347	0	-0.7315182	0	
gi|4758302|ref|NP_004441.1|	-6.740311	-6.106484	-4.111932	-2.583225	85.36795	-2.084877	-4.931508	-5.144923	-3.008454	-4.159917	-4.342154	-8.801271	-6.975259	-2.725528	-3.285126	260.4215	-7.152514	
gi|4507555|ref|NP_003267.1|	63.9883	-1.293532	-3.350133	0	-5.726339	0	-4.172792	-3.743094	1.337778	-1.746824	-2.261519	-1.392052	-5.767388	205.4699	0	3.816213	-4.703268	
gi|385298678|ref|NP_001245282.1|	0.3440105	-5.065004	-3.194747	13.81443	7.316328	3.632222	6.335737	-1.632755	11.6754	-3.338029	-2.370413	-8.103099	-6.401492	-3.869886	0	41.87968	3.763167	
gi|4502599|ref|NP_001748.1|	-2.395891	-0.02731976	1.768783	-1.49712	-2.226433	6.290571	10.65104	11.19107	-2.510718	-0.85196	-1.223208	-0.9777597	1.241173	3.835979	0.1257472	-0.002288313	-2.799955	
gi|293336691|ref|NP_001518.3|	1.671265	15.81076	0.005556461	-0.8486348	-1.643588	1.212848	2.920567	0.7975145	1.550611	0	0	-3.366487	-2.842118	-0.4679243	0.0189152	9.550302	-2.785369	
gi|156071462|ref|NP_001627.2|	-0.6976095	0	-0.5426238	8.485131	0	0.2477199	-0.5682939	2.142354	-0.4763012	0	19.60315	-0.769741	5.151092	-0.6339674	0	-0.8404015	2.336523	
gi|91199540|ref|NP_000099.2|	-1.906707	-2.48797	-1.076546	-0.298334	-3.133291	6.508024	9.204988	6.696824	4.642441	-0.4746135	1.497983	-1.536565	2.352406	-1.523659	-1.493489	5.429433	-2.549386	
gi|18201905|ref|NP_000166.2|	-1.534317	-1.727958	-0.9850302	-0.232525	-2.028088	1.489327	10.26264	11.40859	1.548357	-0.5000374	-1.009208	-2.34615	0.7440643	-1.17452	0.3417005	2.030708	-1.505276	
gi|4506661|ref|NP_000963.1|	2.135569	0.5740064	-0.1013112	-1.759281	-3.88972	0.2508229	1.845581	3.069475	37.74372	-1.287669	0	-3.162072	-2.594848	-0.9257714	0	1.088631	10.10961	
gi|156564403|ref|NP_000916.2|	-0.8558474	0.03190894	-1.374419	-1.253514	-3.912984	1.734499	9.656153	16.09239	-2.701901	-0.6094839	-1.240924	-0.4757779	0.5779176	3.200359	0.2519871	0.1177066	-2.521406	
gi|27262628|ref|NP_002473.2|	8.279216	-2.502342	-1.323195	0	-3.246629	0.8785913	11.76775	-1.548368	53.26303	-1.556985	0	-2.922089	-2.658634	-1.753865	0.9140828	0.9834516	-2.03223	
gi|28173554|ref|NP_778225.1|	-1.460153	0.1558064	-0.7369141	14.88749	17.96085	0	-0.8067075	1.281264	-1.150229	1.412814	0	-0.5757016	-0.9093212	-0.9340666	0	-0.9249798	-1.529194	
gi|10800140|ref|NP_066406.1|	-1.460153	0.1558064	-0.7369141	14.88749	17.96085	0	-0.8067075	1.281264	-1.150229	1.412814	0	-0.5757016	-0.9093212	-0.9340666	0	-0.9249798	-1.529194	
gi|4506609|ref|NP_000972.1|	18.83701	15.29093	2.391559	-0.8296517	-3.847888	-0.9023419	-2.26597	-2.024438	9.526574	-1.603707	0	-3.653968	-2.476961	-2.071507	0	-2.458636	22.87156	
gi|33356547|ref|NP_004517.2|	-0.009895554	-2.078548	-1.178742	-1.32406	-1.8745	11.38814	2.788977	5.75186	18.04868	-1.133192	-1.237488	-2.190338	-2.004286	-0.9702645	-1.182256	5.406451	-2.213547	
gi|4506619|ref|NP_000977.1|	9.029241	8.952503	1.286351	2.404705	-3.143808	-0.3358695	-1.677757	-1.05787	9.318695	0.4971272	0	-3.087887	-2.400328	-1.623828	0	-1.815204	26.8346	
gi|193794814|ref|NP_001121089.1|	-2.381038	-0.3387143	-0.9131485	-0.6384869	-3.143317	0.9042653	9.923937	3.466357	20.64518	-1.324421	0	-2.984616	2.479748	-1.226934	-0.8277605	9.468531	-1.598866	
gi|224028246|ref|NP_001138881.1|	1.007645	-3.988625	-1.768777	-2.386053	0	-1.129738	-1.50539	-2.478049	19.44883	-2.195185	-0.9910988	-3.657049	-3.598511	-0.2517494	-2.512951	114.7538	-2.965718	
gi|208431833|ref|NP_001129125.1|	-1.607283	0	0	-0.702418	-2.026499	-0.2548526	-1.108842	0	16.14156	0	0	0.121368	0	-0.1792781	0	47.48509	3.300706	
gi|7657381|ref|NP_055317.1|	-2.783687	-1.804331	-1.619422	-1.678028	0.7857275	-0.924239	4.741066	-2.00639	19.12215	-1.74072	-1.343813	-3.929915	-2.824112	-2.048596	0	49.31539	2.858513	
gi|7427519|ref|NP_005906.2|	5.92814	0.8567363	-1.127421	-1.433334	-1.300279	-0.6816682	2.373734	3.639205	14.32094	-1.256305	0	-2.140754	-2.218308	-1.313539	-1.313385	11.60497	-2.422743	
gi|19923315|ref|NP_005403.2|	1.140053	-1.516107	-0.8581006	-0.9125164	-2.100264	-0.4158303	5.499002	1.902638	22.79986	-0.6520535	-0.6676361	-0.01405041	-1.399244	-0.9650722	-0.08698059	3.323032	-1.536415	
gi|15055539|ref|NP_002943.2|	1.271511	-1.125717	-0.2296831	3.594883	0	0.02916166	9.518734	3.702433	0.9888717	-1.373536	0	-0.766782	-2.343203	-0.6324609	0	5.211616	11.71438	
gi|71361682|ref|NP_006176.2|	19.05778	-0.6359186	0.4994898	0.6490961	-2.313671	0	0.6158377	-0.5418165	0.8550633	-0.8327043	-1.041141	1.207038	-1.657749	6.528035	0	3.075173	-2.129131	
gi|223278379|ref|NP_055994.2|	5.489722	0.4416044	-0.9166996	0.1239966	-2.805357	-0.5116766	2.55656	1.884337	-0.7011633	0	0	-2.459322	-1.692641	-1.323428	0	15.70864	13.00082	
gi|6912478|ref|NP_036448.1|	25.98556	3.827193	1.167823	-1.03032	0.5777566	-0.5733222	-1.361101	-0.7873724	3.567245	0	-0.7463821	-0.7265363	-1.874428	-1.109154	0	5.218277	-2.087637	
gi|56237027|ref|NP_006537.3|	-1.360863	-1.750258	-0.6811336	-1.146668	-2.392953	0.1948867	2.272498	-1.07223	17.74247	-0.9590845	0	-2.32372	-1.716234	6.514998	0	25.88612	4.143614	
gi|62198241|ref|NP_001014433.1|	-2.635403	3.612828	0.04661526	-1.169991	0	-0.08334603	9.507971	13.95281	-2.441381	-1.048691	-1.510872	3.936243	-1.751583	-1.528026	-1.593237	10.03453	6.544516	
gi|28195394|ref|NP_778235.1|	21.18056	-0.7493442	-0.6379529	0	-0.8647514	0	0	0	-0.6408686	0	0	-1.484782	0	0	0	-0.7052962	43.81672	
gi|62460637|ref|NP_078934.3|	10.9422	25.39237	1.060674	-1.083895	-2.034009	0.04920013	0.2039975	-0.5750394	9.29148	-0.7397286	-1.048524	-2.347962	-1.901601	-1.274512	-1.041922	-1.788895	-1.52997	
gi|4506203|ref|NP_002790.1|	-0.8711472	-0.7293305	-1.001965	-1.014266	7.905586	-0.4869191	-0.3525662	0.8606516	11.97743	0	-0.715591	-1.48396	-1.130454	0.1620731	6.899666	5.460513	-1.898001	
gi|4506457|ref|NP_002893.1|	-0.8731934	0.1553951	-0.6875247	-0.9201355	-0.54785	0.08491667	2.158151	-0.9937321	1.032128	12.78974	-0.8769837	-0.3644364	4.308125	-0.9484438	0	-1.267409	0.8666694	
gi|7656991|ref|NP_055140.1|	0.6468129	-0.8021612	-0.3696245	0.7068154	-1.790843	-0.4455838	4.773422	1.816583	6.433505	-0.8552482	-0.6742557	-1.793572	-1.451912	0.9824391	0	15.17438	-1.452776	
gi|14916501|ref|NP_148982.1|	0.5975679	-1.960508	4.695887	-0.7533265	-2.366079	-0.5095376	3.557286	1.035631	22.3697	-0.1505802	0	0	-1.775668	-1.353415	0	1.478402	11.78854	
gi|14141193|ref|NP_001004.2|	2.175679	3.854296	1.944447	6.522312	-0.9705594	1.369517	1.087771	-0.9308719	3.051601	0	0	-1.908014	-1.231194	-0.4812974	0	-1.420656	17.4031	
gi|4885399|ref|NP_005436.1|	-1.489553	-1.550055	-0.380829	5.372543	-2.142699	-0.4328043	-1.080065	1.334266	2.679429	-0.6605406	-0.8901482	-1.985411	-0.8411059	-0.9990203	0	0.5188673	42.19133	
gi|25777615|ref|NP_002802.2|	4.532142	-0.8861207	0	-0.2864801	-2.1556	2.292426	0.4063523	0.5713629	17.19065	0	-0.7063661	-2.199307	-1.425613	-1.028084	4.34692	2.126593	-1.393262	
gi|15431306|ref|NP_150644.1|	3.768673	2.127778	-0.5001055	-0.728043	-1.507699	-0.4673306	-1.077572	-1.002568	22.96387	0	0	-1.989294	-1.484344	-0.5816713	0	2.78407	9.484722	
gi|4504517|ref|NP_001531.1|	-0.8281668	-1.350434	0	1.020773	-1.976383	0.1916403	10.06671	11.19858	-0.9123741	2.960174	-0.5319035	-1.327699	2.321549	-0.8659677	2.038159	-0.9321926	-0.7582014	
gi|148596949|ref|NP_004732.2|	-1.660217	-2.583957	-1.167151	-0.8652441	0	-0.6075318	-1.810825	-1.305188	25.71127	-1.192043	-1.530868	-2.646676	-2.29171	-0.304199	-1.08464	77.51989	-2.578072	
gi|52632383|ref|NP_001524.2|	-2.369533	-2.286807	-1.135098	-1.449311	-3.232023	-0.6842274	0.6728627	-1.531728	7.663159	0	0	-2.655768	-2.151691	47.94438	0	29.29424	-2.429235	
gi|31881687|ref|NP_853551.1|	-0.662221	0	-0.3323716	-0.6044438	-0.879514	0	-0.8311203	-0.2061304	-0.4944381	23.25834	-0.2706934	16.70901	-1.16819	0.5343932	0	-0.7938716	-1.316034	
gi|13027604|ref|NP_076425.1|	4.229353	5.031895	1.077034	6.957002	-1.878769	-0.09978065	-0.9061568	0	-0.7945842	-0.6125537	0	-1.693906	-1.283198	-0.6638663	0	0.7346264	16.04007	
gi|103471997|ref|NP_056240.2|	-1.353701	-1.553774	1.282442	13.02265	-1.833155	-0.4346639	0.728797	-1.055517	28.85892	-0.6614704	-0.677053	-1.930752	-1.221973	-0.9634679	0	2.65423	-0.8606734	
gi|5453998|ref|NP_006382.1|	3.960531	1.635781	-0.4747357	-0.8166419	-3.0857	0.15222	0.3239527	-0.9822342	30.02972	0	0	9.490236	0	0	0	0.08333841	1.399384	
gi|24234747|ref|NP_004506.2|	-1.626794	-1.579522	0.5788508	-0.9759316	-1.903962	0	2.448034	-1.074828	16.71877	0	-0.9048818	-1.117286	-1.545498	3.27962	0	20.09027	-0.9314802	
gi|67189747|ref|NP_001019833.1|	1.199504	0.721459	-0.6863261	-1.496418	-1.112961	0	-1.12528	-1.268013	39.4016	0	0	-3.104255	-2.107799	-1.478109	0	3.661201	30.34997	
gi|4506681|ref|NP_001006.1|	0.1783098	0.6936555	-0.09290763	1.634282	-0.9170322	0.685075	-0.8881174	-0.9087672	20.63276	0	0	-1.539419	-0.793119	0.234247	0	0.3543658	7.899082	
gi|83641876|ref|NP_061902.2|	3.358282	-1.009912	-0.7134557	-0.8219264	0.9925222	-0.07363537	5.184808	-0.6604114	-0.4621223	0	0	-1.659045	-1.254599	0	28.52418	-0.2336406	-0.5238131	
gi|31543831|ref|NP_001061.2|	-1.255344	-1.445964	0	-0.5405781	-2.135124	-0.4100748	-1.034606	-0.650973	36.55405	0	0	-1.840394	-1.390611	-0.8200458	0	1.927852	15.27703	
gi|18104948|ref|NP_000973.2|	4.260266	-0.1546182	-0.902176	-0.8554746	0	1.120472	-0.3674177	-1.054365	27.37054	0	0	-1.556052	-0.8822239	-1.08246	0	9.569825	4.375865	
gi|7705425|ref|NP_057053.1|	-0.7964671	0.1692869	-0.586525	11.03158	8.031767	-0.2347798	-0.4831141	-0.7741042	-1.117387	0	0	-0.07496365	0	-0.6029714	0	-0.1832867	5.560457	
gi|38373671|ref|NP_940999.1|	-1.418221	-0.8048353	-0.7211895	-0.8457772	12.37536	-0.3432511	0.4056339	0.5406426	27.11284	0	-0.6313466	-1.567742	-1.336925	-0.6670766	0	7.566624	-1.201572	
gi|45359846|ref|NP_987100.1|	-1.218182	-0.7884654	0	-0.7018785	1.072523	0	-0.6724428	2.587211	15.70016	0	0	-1.282732	-0.9192587	-0.7544343	-0.7931045	10.68674	3.662245	
gi|205360838|ref|NP_005138.3|	-2.327424	-1.032136	-1.062141	45.4443	0	0	-1.904312	-1.757005	-2.554368	0	-0.04763368	-3.383507	-2.192409	-1.326656	0	-2.141985	106.0696	
gi|4506685|ref|NP_001008.1|	2.565315	-0.1415714	0.02672936	2.370172	0	-0.3795248	-0.664188	0	20.69171	0	0	-1.614148	-1.084261	-0.6439268	0	4.45238	9.751416	
gi|108936958|ref|NP_005819.3|	-1.29169	-1.642985	-0.9299547	7.612682	72.89437	-0.003269738	-0.9019533	-0.9804922	-1.249745	-0.8899117	-0.6915875	-1.947711	-1.251042	-1.08334	-0.8580421	-1.198971	-1.577616	
gi|27597059|ref|NP_056005.1|	2.91269	0.1801571	1.381318	-0.6902272	24.49497	0	-0.7236273	-0.7086264	-0.04401435	0	0	-1.966927	0	-0.9446342	0	-0.9074884	14.46007	
gi|4506341|ref|NP_002849.1|	-0.07190889	-1.132109	0	2.060244	-1.664841	-0.3607405	-0.5446217	-0.6304027	0.8946699	0	0	0.8374904	-0.7543952	7.468699	0	24.32376	-0.7740302	
gi|20070197|ref|NP_005207.2|	-0.8183313	1.731073	0	-0.4353115	-1.152669	7.84032	17.62941	-0.5893251	3.939505	0	0	-1.149448	-1.041341	-0.5840649	0	5.589756	-1.035549	
gi|323276700|ref|NP_001191020.1|	-1.493616	-0.07282724	0.7823186	0.07738954	0	0.5213442	-0.1898114	-0.3726515	4.512885	-0.8285015	0	0	-1.378983	-0.9311268	0	16.43295	20.59341	
gi|22547138|ref|NP_666499.1|	2.896716	3.623125	-0.03377041	6.037488	-0.8131581	0	-0.6984086	-0.1438655	-0.760584	-0.555261	0	-0.9314459	-0.9085871	0	0	-0.8643204	15.3239	
gi|7657455|ref|NP_055118.1|	5.876032	5.576722	5.290596	2.118016	0.09744765	0	-0.9083039	-0.6702	-1.285322	0	0	-1.750844	0	-0.6649398	0	-0.7681569	22.91118	
gi|14150141|ref|NP_115722.1|	26.20136	4.243258	9.442375	-0.6257086	-0.8102083	0	-0.6925089	-0.5623025	-0.2590667	0	-0.5213123	-1.211356	-0.686295	0	0	-0.7926451	-0.7472859	
gi|94721261|ref|NP_149124.3|	0.4822467	-0.8196362	-0.3357475	7.281014	-0.7824144	-0.06759483	-0.5499166	0	1.555907	0	0	-1.072387	-0.7856121	-0.5963988	-0.5609385	1.350628	13.97032	
gi|5031875|ref|NP_005563.1|	1.658768	0	-0.4689614	0	-0.7520905	0	0	-0.5462713	16.88694	0.444337	0	-1.034139	0	24.0167	0	-0.7078125	0	
gi|149999606|ref|NP_006293.2|	-1.117113	0.1944442	-0.5789778	8.027823	0	2.118994	1.855832	-0.6155854	2.964274	0	0	0	-0.7395779	0	0	3.924657	18.97372	
gi|15431288|ref|NP_009035.3|	-2.060594	-1.949063	-0.9191066	-1.295137	0	0	-1.359235	-0.8042815	108.1703	0	0	-1.579361	-1.39445	-1.210609	0	2.364651	6.126896	
gi|57863269|ref|NP_055871.1|	-1.388064	3.499491	-0.7266138	3.844277	-0.9127032	-0.3281724	-0.9407829	0	29.24209	0	0	-1.703954	0	0	0	-0.5568568	14.75285	
gi|55743132|ref|NP_006629.2|	-1.007822	1.655706	0.5748822	8.398962	-0.3820555	0	-0.6198752	-0.5578282	0.09580225	0	0	-1.086454	0	0	0	-0.8687428	23.93908	
gi|34740329|ref|NP_919223.1|	0	0	0	0	-1.52904	0	-0.5325005	-0.785323	8.702461	-0.6156045	-0.7118783	-1.539736	-0.7519709	20.58437	0	28.90362	-1.263818	
gi|194018511|ref|NP_778253.2|	0	16.55187	0	0	0	0	0	0	0	18.93711	0	0	0	0	0	0	0	
gi|71772415|ref|NP_001025180.1|	-1.145201	-1.449524	-0.8081637	-0.885065	0	-0.4223185	0	-0.9773299	33.85298	0	0	-1.354759	-0.8159732	0	0	-0.7743232	42.24321	
gi|15487670|ref|NP_006353.2|	-0.9183506	0	-0.5046909	8.169336	18.14865	2.732062	4.055711	0	-0.855432	0	0	-1.134745	0	0	0	0.1587283	-0.541497	
gi|12597661|ref|NP_075066.1|	2.248386	0.9731604	1.427319	7.994567	-1.130198	0	0	0	-0.3828262	0	0	-0.4881172	-0.8613145	0	0	-0.4959568	12.33138	
gi|358356404|ref|NP_001240312.1|	-0.7845234	-0.6899789	-0.6729096	-0.7948956	0	0	-0.8616959	0	19.17232	0	0	-1.26459	-0.7708885	0	0	5.074491	31.73103	
gi|110611228|ref|NP_009055.2|	-0.879729	-0.8783265	-0.5192551	9.585255	16.98714	0.2944574	-0.6433314	0	1.52065	0	0	-1.163873	0	-0.281422	0	2.311579	-0.993024	
gi|117190254|ref|NP_001070911.1|	0	0	0	-1.057169	-2.325872	0	-1.157369	0	1.429155	-0.68042	-0.6960026	-1.965371	0	43.87805	0	53.9271	-1.800059	
gi|5902034|ref|NP_008993.1|	0.2696678	-1.287663	-0.7049543	-0.8241302	0.2364349	0	0	0	34.79547	0	0	-0.8779614	0	0	0	-0.9733022	22.53066	
gi|190684675|ref|NP_006288.2|	1.094403	0	0	0	-0.9593852	0	-0.9908627	-0.9608608	71.05858	-0.8477151	-0.6704892	-0.9482766	-1.407804	15.15635	0	0	-1.279857	
