ROW_NAMES	CBX1_average	CBX3_average	CBX5_average	CBX7_average	CBX8_average	MSH2_average	MSH3_average	MSH6_average	PARP1_average	RPA1_average	RPA2_average	RPA3_average	XRCC5_average	XRCC6_average	SSBP1_average	SPIN1_average	WDR76_average	
gi|56181387|ref|NP_005852.2|	-2.514054	-3.085171	0	0	5.490345	-0.6766328	-1.595925	-0.6541745	-2.32708	19.97001	-1.377764	-3.873014	34.90068	-1.87764	11.71119	-2.328615	7.339239	
gi|5031877|ref|NP_005564.1|	9.548929	-3.856798	-2.67436	0	-5.879316	-0.7036372	-1.779981	0.4314526	88.35265	-2.224471	-2.10108	-0.03029765	-4.926054	67.62826	-1.420507	-3.507836	-2.702545	
gi|19913414|ref|NP_055018.2|	-5.818278	-6.045429	-3.150622	97.32492	189.2706	-1.787941	-4.152046	-2.86659	-5.991089	0	0	-5.616372	-2.809602	-3.185031	0	-3.669599	-3.121038	
gi|14269586|ref|NP_110438.1|	0.6601074	8.445093	5.846212	14.3301	5.285124	0	-1.669585	-1.564578	-1.392122	0	0	-2.035208	-0.9961403	-1.389924	0	-1.496581	12.4202	
gi|15431301|ref|NP_000962.2|	-0.5707488	8.212784	1.772975	-2.02522	-2.605511	-1.052808	-2.4273	-2.367158	42.49109	-0.9302293	0	-4.508502	-1.110795	-2.140136	0	16.80135	35.30756	
gi|7662645|ref|NP_054765.1|	5.184433	5.550793	4.161706	10.22862	8.454407	-0.5634439	-1.396292	-1.484032	-1.728665	0	-1.122134	-2.378156	0	-1.456833	0	-0.1098669	7.268471	
gi|34485722|ref|NP_002258.2|	370.0712	-18.0514	404.3401	-1.521067	-3.112645	-4.613252	-2.646836	-7.263519	-14.48627	-3.350067	-2.534853	207.5752	-1.663458	0	-3.443601	-6.241017	-1.698964	
gi|14028877|ref|NP_071942.1|	3.478609	2.522903	1.064092	32.21262	-0.7084991	0	-1.764142	-1.565786	-0.5699372	0	0	-2.540221	-1.562152	-1.550005	0	-2.054702	28.64225	
gi|4504901|ref|NP_002259.1|	200.2853	-14.38565	442.8998	-1.450612	-5.019274	-1.199349	-7.531848	-2.475924	-13.18786	0	0	169.6693	-1.593003	-4.00661	-1.962692	-10.28434	-4.665644	
gi|155030232|ref|NP_055204.2|	20.28341	42.14354	13.5394	-1.963239	-4.157218	-1.165603	-2.514612	-1.586703	-3.302947	0	0	-5.056281	-2.74518	-1.576183	0	-2.676679	53.95258	
gi|110618253|ref|NP_005026.3|	3.828972	13.87051	-0.3228241	92.71857	-4.907847	-0.7407451	-1.977612	0	-1.785593	0	0	-4.450024	0	-1.005147	0	-3.399723	45.12787	
gi|40217805|ref|NP_078930.3|	10.02471	15.98939	2.350807	0.4775541	-3.00336	-0.6195834	0	-0.8892456	-2.38055	0	0	-3.300372	0	0	0	-0.1087334	75.49817	
gi|217330644|ref|NP_060726.3|	16.69335	9.738978	1.801512	0.8275906	4.774764	0	-0.8539723	-0.8389713	-0.3044798	0	0	-2.847478	0	0	0	-0.9369282	32.28019	
gi|144226847|ref|NP_056126.1|	3.550617	22.16946	6.921221	17.66579	5.270753	0	0	0	0	0	0	-2.435915	0	0	0	-1.30705	7.797488	
gi|41152093|ref|NP_958357.1|	219.367	98.54319	58.55813	-4.492838	0	0	0	0	0	0	0	4.682699	0	0	0	-3.469269	-2.319816	
gi|151301215|ref|NP_067064.2|	150.616	58.18815	17.69087	9.241704	0	0	0	0	0	0	0	0.02316272	0	0	0	-3.988128	-2.661002	
gi|16507237|ref|NP_005338.1|	-73.55028	-47.05662	-42.29788	59.87805	1111.31	-8.024045	-35.8759	-31.78827	-72.37907	-36.14217	-6.603499	-96.30688	9.411728	15.1637	96.40687	-63.31621	-34.21264	
gi|57013276|ref|NP_006073.2|	-14.56656	-13.84448	-7.336527	34.3543	-11.31824	14.94451	5.987689	68.84913	-13.64158	54.45639	125.5054	-16.56608	20.03924	-9.296139	-6.647728	-12.01163	-13.36784	
gi|20149594|ref|NP_031381.2|	-39.40646	-44.11552	-22.64009	-28.07235	10.20627	25.04102	29.63352	117.2852	55.26112	-8.091171	-26.64995	-59.16607	86.816	-5.104325	268.7379	-22.59866	-38.21137	
gi|83367072|ref|NP_001032360.1|	3.868062	-5.512842	2.477381	-7.715074	-8.409929	20.76116	30.43573	44.34484	-11.41398	-3.1449	-7.165049	-10.89237	-1.225658	2.0838	-7.127043	27.32909	-7.991719	
gi|4503483|ref|NP_001952.1|	-6.024419	0.3250005	-7.561144	-9.037453	-20.39909	22.80041	51.36469	44.76236	0.473545	-2.815351	-5.337015	-13.6824	17.51987	-7.166749	-2.705343	1.17593	-4.345405	
gi|63162572|ref|NP_005989.3|	-28.21936	-29.56437	-18.26409	192.8942	261.5613	3.634499	-15.96717	33.01998	-21.06232	-18.21664	-20.23507	-42.62474	-34.62576	-22.58772	-3.983981	15.00576	101.1337	
gi|13129100|ref|NP_077001.1|	-3.161937	-7.797017	-3.257175	-4.905813	-10.24987	1.973505	16.65362	24.15645	-6.115844	-4.037606	-4.802064	-5.00657	-7.437689	53.71019	0.3193642	36.91631	-5.958559	
gi|4504897|ref|NP_002257.1|	1228.82	0.5114076	163.7621	-14.264	-30.22027	-8.202847	-17.39546	-18.47861	-26.7362	-12.33867	-10.51971	-28.35828	-20.50659	-15.3417	-7.31291	-24.74919	-28.81118	
gi|301171467|ref|NP_001180345.1|	-8.269981	-7.695709	-0.8177905	-4.656651	23.7899	-1.554905	0.719366	12.39106	56.4525	-3.272029	-4.383127	-6.036389	-7.577061	4.434394	-3.826589	19.73513	-0.9117632	
gi|74099697|ref|NP_001027565.1|	-1.350196	-1.760861	0.2750896	0	0.5326274	6.211712	1.06276	4.80692	2.340046	-0.9582419	0	-2.264558	4.251057	0.9039719	1.818807	2.847783	-1.79666	
gi|5032027|ref|NP_005601.1|	135.2901	77.72589	223.9131	-2.202957	-6.009476	-3.139708	-7.372826	-4.522042	-10.07151	-5.922524	-5.197755	7.167765	-4.6922	-2.938388	0	-8.249433	-9.622351	
gi|91208426|ref|NP_006436.3|	0.5988979	-9.326162	-5.107472	39.3207	2.738533	10.5036	3.330748	1.479095	29.89876	-5.998514	-5.762326	-14.85958	-11.14425	-7.454712	0	58.53721	24.56179	
gi|38569423|ref|NP_942127.1|	0.9317113	-1.334583	0	0	2.091697	0.9112127	1.071828	7.74557	-1.23388	-1.001008	-0.7471354	-2.115257	0.1932495	-1.231931	12.19884	-1.543483	5.583256	
gi|38569421|ref|NP_001087.2|	-1.249911	-3.816101	-2.01048	-2.956833	-5.791742	13.35832	3.534766	-0.1838705	82.57875	-1.610964	-1.052114	-5.774999	-4.108481	-2.756823	5.985631	7.015592	-3.566098	
gi|40254924|ref|NP_060979.2|	-1.988274	1.305771	-2.523455	1.038639	-4.023754	4.620405	14.68876	4.680814	2.438624	-2.518109	-2.64277	-0.8595475	-2.426325	-1.477133	0	6.606811	6.596908	
gi|98986457|ref|NP_005325.2|	17.13449	11.60322	-1.607175	-0.8690018	-6.591299	1.689787	5.518997	-0.9908855	-3.65374	-2.278303	-1.047256	-0.0343537	-4.478075	-2.540645	-2.930134	34.2048	0.6006684	
gi|4506017|ref|NP_002706.1|	5.104054	16.03355	10.44707	-1.868013	-2.489981	-0.4018776	-1.220866	-1.925982	-2.837342	-1.292546	-1.253763	-3.035311	-2.929313	33.30865	1.591938	-2.607592	-3.113295	
gi|32189392|ref|NP_005800.3|	-0.2393835	-0.937748	-1.174729	-1.129442	-2.805273	2.802705	10.4344	-0.1635792	16.25587	-1.174177	0	-0.3313059	-1.081322	-0.8089091	-0.05232036	6.098869	-1.542897	
gi|4506723|ref|NP_000997.1|	-1.97621	-3.748308	2.287036	-0.8812527	-1.294166	-0.09069985	9.34317	4.392561	25.17744	-2.354607	-1.00527	-2.715739	-3.936909	0.4404226	0	16.07093	13.65058	
gi|20070220|ref|NP_006100.2|	8.397206	-3.549095	-2.194899	-2.430143	-4.589181	1.801404	-1.029753	1.30706	-1.507681	-2.008021	-1.497274	-5.006848	-2.335394	-2.508977	-2.220643	121.7022	-4.008091	
gi|5174613|ref|NP_005960.1|	-0.6279766	-2.019978	25.74092	-0.2126311	-3.054077	-0.6726329	2.459569	-0.6949931	0.05554558	0	0	8.61108	-1.934918	-1.201437	-1.336287	4.921008	2.756331	
gi|22538467|ref|NP_002787.2|	1.656771	1.140621	-0.9816882	-1.382102	1.573377	4.895145	0.2615513	-1.022349	10.41121	0	-0.8050123	-2.949222	-2.214783	-1.34474	4.07889	5.693191	1.29241	
gi|156416003|ref|NP_004159.2|	-1.080418	0.1636641	-1.152763	-1.741246	-1.401027	0	3.799088	-0.8605311	44.38277	-1.344861	-1.658573	-3.834772	-3.068909	-2.001454	-0.905773	17.13738	-2.809677	
gi|11559929|ref|NP_057212.1|	-2.084025	-1.733045	0	1.145907	24.67688	-0.7405299	6.293215	4.006336	18.10844	-1.166709	0	-2.941026	-2.363045	-1.498536	0	3.044577	-2.426067	
gi|4504255|ref|NP_002097.1|	22.79608	-2.271229	-0.9318402	-1.419697	-3.187483	0	-1.620685	0	4.257774	0	0	-2.113304	0	-1.231918	0	5.505215	43.93529	
gi|23110942|ref|NP_002781.2|	4.851952	0.6261699	-1.570628	-1.798566	-3.454948	0.3791685	2.639261	0.8647912	22.24239	0	0	-3.530458	-0.8165675	-1.8774	6.458556	4.07006	-1.526683	
gi|21361368|ref|NP_002851.2|	3.604761	-1.012379	0.02628851	-1.359221	-1.740102	-0.1576767	4.960164	2.732254	5.692898	-0.781104	0	-2.078858	-1.600405	-1.114156	-1.015691	19.83527	-2.176643	
gi|197927448|ref|NP_060501.3|	-2.769522	-0.9933592	-0.257171	17.5583	2.309264	-0.8845808	-1.556405	-2.032612	11.88311	-1.697323	-1.607422	-3.843373	-2.10237	-1.956754	0	-0.5484718	39.46861	
gi|237820620|ref|NP_113673.3|	-3.498944	-3.399545	-2.103164	-0.08151914	36.58046	-0.01889027	-2.41859	-2.168285	84.92656	-1.941993	0	-4.628881	-2.285873	-2.398508	-1.265429	-3.331105	1.856724	
gi|4506181|ref|NP_002778.1|	0.8062833	1.101735	-1.421394	-0.5962721	-3.255105	-0.4512461	3.551031	3.421803	39.99413	0	-0.8554005	-3.423875	-1.962537	-1.773256	-0.04634363	4.65976	-0.2466575	
gi|221316632|ref|NP_001137534.1|	2.538016	1.577032	-1.142746	-0.8396305	0.8823711	-0.6867768	7.045759	3.585565	8.739251	-1.255237	-1.144121	-2.930193	-2.121155	0.5718489	0	3.743368	-1.513717	
gi|101943240|ref|NP_001511.2|	27.55759	38.65353	7.065119	0.1391681	-2.805588	0.4270782	-1.490256	-2.144184	0.9176688	0	-1.642269	-4.025728	-2.466046	-2.064389	0	-1.079933	-2.711849	
gi|21396489|ref|NP_004784.2|	2.390425	0.3260542	-1.176806	-1.404743	2.238079	0.4796589	4.148914	-1.056312	17.21192	0	0	-1.849806	-1.745598	-1.483577	-1.145604	4.56405	-1.814242	
gi|6005747|ref|NP_009143.1|	-15.05603	-14.35694	-5.495915	266.3745	618.0865	0	-6.261324	-1.460812	-9.070239	0	0	-6.48004	-3.6558	-5.14979	-5.028984	-13.07784	-12.71485	
gi|4506649|ref|NP_000958.1|	-4.417039	-3.784153	-2.672617	-0.8168245	-6.396008	-1.196734	-3.367454	-2.812993	194.5876	0	-1.654077	-4.979031	0	-2.182841	0	2.438036	33.26749	
gi|315434212|ref|NP_001186778.1|	-1.773954	-2.100786	-1.180973	18.81762	8.678577	-0.5465883	1.487117	-0.984826	-1.099943	0	0	-1.736035	-2.057939	-0.4346187	0	-0.7699142	17.07785	
gi|225007652|ref|NP_001139333.1|	2.065347	15.6162	-1.165183	19.77863	0.6801739	-1.03777	-2.021859	-2.244432	-2.732389	0	-1.4195	-4.040723	-1.749466	-1.490961	0	-1.867068	52.97497	
gi|4557553|ref|NP_000108.1|	4.240525	0	-1.734047	-0.9822093	-2.64693	-0.9723347	-1.902931	-2.320646	1.751047	5.173494	-2.131768	3.117326	-3.45163	155.2564	0	-2.620734	-1.858115	
gi|262206280|ref|NP_003306.3|	-1.831769	-1.573578	0	-0.6383688	-2.348289	-0.3670954	2.909925	5.388797	-1.546113	3.015372	0	-1.487261	15.97491	-0.7529712	3.326675	-1.576361	23.74704	
gi|15147337|ref|NP_056986.2|	14.14268	10.3054	-1.024834	3.333194	1.074683	0	0.2019496	-0.2766406	-2.05656	-0.7678747	-0.7834573	-2.776387	-2.107121	-1.428357	0	4.254322	5.991371	
gi|221316573|ref|NP_001137457.1|	151.1764	-6.261251	-4.215763	0	-4.087249	0	-5.228948	0	27.24384	-1.179432	-1.195014	11.69185	-2.257896	149.6125	0	-6.006867	-4.295117	
gi|4504191|ref|NP_000170.1|	-7.690681	-2.82323	0	-10.01544	-6.107961	972.0995	-3.476888	649.5023	-4.685645	0	-7.690479	-10.77974	-11.35939	-4.842131	0	0	-17.49059	
gi|62988322|ref|NP_003300.1|	1.150217	2.681251	-0.601608	16.82205	2.956395	0	-1.846885	-1.593817	-0.7474702	0	0	-3.463961	0	0	0	-2.367226	56.92842	
gi|157694492|ref|NP_055335.2|	-2.440843	-2.028029	-1.461367	15.58395	-2.782091	0	-1.730771	0	56.12693	0	0	-2.948419	0	-1.839878	0	8.327093	36.48977	
gi|194097365|ref|NP_060117.3|	17.67934	17.88029	34.54188	-2.236586	-5.103814	0	-1.572295	0	0.5928117	0	0	-4.506118	0	0	0	-2.201845	63.90867	
gi|21071054|ref|NP_620636.1|	-1.052461	0	-1.576783	-1.710587	0	0	-0.923145	0	45.39672	64.3083	2.172191	6.019396	-1.997797	13.0697	0	0	-2.951783	
gi|187960037|ref|NP_001120700.1|	918.8929	102.762	129.0497	0	0	0	-1.600003	0	0	0	0	50.98765	-1.708994	0	0	-2.903819	0	
gi|56243583|ref|NP_077005.2|	21.19313	11.85481	4.843899	-0.8105289	-1.191199	-0.4810783	-0.7657414	0	-1.647944	0	0	-2.19233	0	0	0	-1.046602	17.53776	
gi|32483374|ref|NP_006383.2|	-2.229066	-2.158166	0	7.279578	-1.072353	0	-1.419733	-1.186797	19.20308	0	0	-1.619693	0	-1.35895	0	79.80577	2.654245	
gi|164419743|ref|NP_001104792.1|	11.39122	35.7495	-1.484152	-2.006668	-3.216247	0	0	0	2.502363	0	0	-3.816029	0	-0.9484425	0	-2.726439	71.31168	
gi|21361499|ref|NP_056485.2|	16.14448	20.22885	3.22205	4.991144	-2.759438	0	-0.8105674	-0.7955664	-1.929942	0	0	-2.444861	0	0	0	-1.725701	23.10815	
gi|21071021|ref|NP_003521.2|	254.8506	-3.190948	40.57939	0	0	0	0	0	-2.197281	0	-1.051208	-4.268362	0	0	0	0	0.0875638	
gi|239787838|ref|NP_060216.2|	29.18963	23.08373	8.878343	-1.386049	-3.66661	0	0	0	-2.556984	0	0	-3.658125	0	0	0	-2.330245	53.10757	
gi|7706254|ref|NP_057018.1|	0	0	0	5.816901	0	-0.5672616	-1.136588	-0.784342	17.65775	0	-0.7433518	-1.00079	-1.354571	0	0	76.31744	5.696765	
gi|224593278|ref|NP_060365.7|	1.554846	6.95216	4.656561	0.7730115	11.53434	0	0	0	-0.3593882	0	0	-1.733996	0	0	0	-0.8065832	15.86614	
gi|188035910|ref|NP_001120794.1|	-37.41195	-25.94538	198.0905	0	0	0	0	0	-1.962629	0	0	3104.235	-4.791221	-4.403463	0	0	0	
gi|224589071|ref|NP_055568.3|	12.33816	14.79667	6.786386	0	-2.743153	0	0	0	0.8550633	0	0	-2.16907	0	0	0	0	40.68538	
gi|4885105|ref|NP_005432.1|	470.8495	433.0824	471.7671	0	0	0	0	-1.678495	-6.326797	0	0	83.23076	0	-1.673235	0	-1.776452	-1.837993	
gi|31563503|ref|NP_852107.1|	244.7812	249.6266	10.1696	-1.245643	0	0	-1.279043	0	-2.312673	0	0	-10.39458	0	0	0	-2.261899	-3.172008	
gi|50513245|ref|NP_005474.2|	117.3978	217.2407	739.5366	0	0	0	0	0	-10.22318	0	0	166.6282	0	0	0	0	0	
gi|325053658|ref|NP_001191385.1|	39.71253	220.5565	44.55054	0	0	0	0	0	0	0	0	-1.012032	0	0	0	0	-5.349051	
gi|302699211|ref|NP_665739.3|	22.38238	95.12347	17.00057	0	0	0	0	0	0	0	0	3.012966	0	0	0	-0.9683457	-1.029887	
gi|110349759|ref|NP_056286.3|	71.66443	250.3523	96.36193	0	0	0	0	0	0	0	0	37.06775	-1.411044	0	0	0	0	
gi|34147544|ref|NP_612456.1|	30.77624	94.61292	26.7416	0	0	0	0	0	0	0	0	2.329408	0	0	0	0	-1.683603	
gi|47578105|ref|NP_597677.2|	57.10015	50.21543	122.4586	0	0	0	0	0	0	0	0	4.922836	0	0	0	0	-1.204368	
gi|5174735|ref|NP_006079.1|	-5.848832	-6.02932	0	-4.419706	-10.02144	7.588572	23.3956	14.55776	-7.087319	47.50227	11.59662	-9.606535	131.9582	-0.7665717	0	-6.637618	-6.543713	
gi|4503571|ref|NP_001419.1|	-13.49688	-18.9735	-3.3716	-12.60272	21.27635	54.79755	59.2794	111.853	-14.00855	5.110222	-11.99276	-23.40908	-1.928748	-5.478644	-0.7417267	23.32256	-22.43741	
gi|5453607|ref|NP_006420.1|	-24.44546	-33.13866	-18.41183	260.3173	151.7401	-6.229609	-19.93399	-10.94992	-18.574	-18.32418	-16.06029	-35.16567	-29.77588	-21.93174	-9.192928	7.294166	364.7517	
gi|77539055|ref|NP_001029102.1|	-8.128149	-5.16739	-4.052292	-4.987525	-11.08498	30.97153	-4.765944	12.32774	-7.456018	13.65462	28.93818	-10.04126	108.4347	-2.503183	45.08006	0	-8.305152	
gi|48762932|ref|NP_006576.2|	-33.98109	-28.75176	-19.58825	360.3777	179.9793	9.763161	-11.01063	15.96495	-31.2684	-19.46914	-20.04508	-43.56648	-34.44391	-23.00071	16.36192	-13.28863	107.8599	
gi|58218968|ref|NP_005175.2|	-5.904152	-1.373897	-1.144139	-3.003688	-9.327483	13.32318	0.4503497	15.81777	-4.439946	4.374052	-3.909996	1.628846	-4.236286	0.6091941	48.24849	-0.147625	-7.844856	
gi|4503523|ref|NP_003744.1|	5.852477	-1.061115	0.1675786	-1.940445	-9.659943	2.254318	21.75528	16.12277	-4.639815	-3.396452	-3.471418	-3.289622	-3.986461	3.375992	-4.280081	25.40923	-1.631775	
gi|291575128|ref|NP_001167568.1|	-3.795625	-5.01584	-1.396862	-3.24224	-3.064209	15.7741	7.325473	8.04552	39.25452	-2.936055	-3.109183	-6.583231	1.72042	-3.093263	17.87021	2.944096	-5.102537	
gi|6005942|ref|NP_009057.1|	5.622747	-13.41315	-10.21891	-11.6421	-5.251142	13.92989	26.25795	73.41151	41.54985	-10.01962	-8.624192	-22.70613	-15.12738	-6.429068	85.62715	19.95203	-18.7411	
gi|40217847|ref|NP_054733.2|	-9.651765	-15.58379	-6.802352	38.11308	7.141348	0.6718139	-2.037435	-1.114126	29.12244	-8.546861	-7.35841	-18.41767	-15.16836	-10.26051	0	210.7277	13.51867	
gi|4503513|ref|NP_003748.1|	-0.9940231	-4.09513	-1.389538	-3.302801	-3.613951	2.533775	30.27167	10.36339	-4.204259	-2.783756	-2.981914	-3.461496	3.510371	-0.3756447	-2.970825	26.81991	-3.905223	
gi|394582093|ref|NP_002379.3|	10.1657	-4.038033	-0.2528608	-2.246309	-5.4426	9.028278	7.747466	5.78205	16.36989	-1.590392	-2.282121	-4.945521	-2.592596	-1.889253	1.22045	6.166658	-3.216979	
gi|4504445|ref|NP_002127.1|	-6.826336	-6.446518	-3.936179	-2.604731	-10.34892	-2.084347	-5.22501	-5.094537	118.4729	-4.287458	-2.536958	-9.414352	-6.352952	40.43169	-1.638446	206.9111	-7.72212	
gi|105990514|ref|NP_001448.2|	0.5093226	-1.623607	-1.953702	-2.356845	-4.399914	15.76516	24.83729	20.31205	17.46998	-2.135397	-2.092636	-1.445075	-3.760485	-1.97822	0	2.131913	-3.530955	
gi|4503521|ref|NP_001559.1|	7.278179	-2.223223	-1.625886	-3.297821	-10.01759	4.514299	29.47892	17.28142	3.51444	-4.787527	-4.593935	-0.3623675	-8.082651	-5.006125	-4.983817	47.66877	-5.686801	
gi|23510381|ref|NP_694858.1|	-0.08223054	-3.110349	-1.852232	-1.834276	-3.20351	4.747759	9.810818	6.472866	25.30723	-1.893175	-1.686482	-1.837763	-2.338026	-2.08518	-1.387899	5.044113	-2.8001	
gi|46249376|ref|NP_996759.1|	4.022256	-2.139756	-1.470727	-1.610312	-3.784717	-0.6431731	0	-0.9128353	40.15146	-1.470175	0	-3.142941	-1.32067	-1.715423	-1.741125	13.42119	15.08922	
gi|4557237|ref|NP_000010.1|	-1.842266	-3.272632	-1.478045	-2.197376	-4.613241	6.374682	2.771945	0.7117762	-3.144465	-0.90208	34.14651	-4.210875	1.231419	2.007954	23.44622	-2.286485	-3.566424	
gi|302699237|ref|NP_886553.3|	5.719528	-3.054998	-2.033441	-1.552793	-5.977457	9.800543	8.459054	14.87792	0.6126567	0.3626548	-1.013154	-5.069787	-4.06305	-2.646983	-0.2920875	14.98836	2.101172	
gi|221307584|ref|NP_001138303.1|	21.32503	53.75301	1.44971	-2.319261	-3.91709	1.149224	-1.925153	0.6193386	0.9505874	-1.934099	-1.460313	-4.662068	-2.749463	-2.380746	-2.199536	5.645895	-3.885159	
gi|100913206|ref|NP_001348.2|	-8.540689	-9.136124	-5.042785	-1.706629	95.76194	-0.7336688	-2.01067	-6.126912	72.30638	-5.040576	-3.637268	-11.71602	-7.461122	1.259693	0	44.97498	-3.660621	
gi|5454158|ref|NP_006286.1|	8.175898	2.601842	-1.803111	-1.940912	-3.777808	1.725649	12.2366	0.8883424	16.00667	-0.8975875	-0.9131701	-3.440618	-3.106244	-1.645619	-1.928485	9.754665	-2.075173	
gi|23397429|ref|NP_006351.2|	-1.066783	-2.921691	-0.3142542	-1.767804	-4.059466	1.808812	0.0220723	8.326009	15.18777	-1.573359	-1.85392	-2.503843	0.04340153	3.274719	-1.180021	3.970415	5.376291	
gi|156713442|ref|NP_001096137.1|	1.14486	3.992436	0.5031258	-1.396029	-2.020244	2.069208	9.143098	-0.3427052	2.54575	-1.228945	-1.531144	-3.730939	-2.202593	0.06281633	-1.794495	4.686503	1.084694	
gi|46367787|ref|NP_002559.2|	-5.225696	-5.244201	-2.935779	-2.822909	-6.057889	-1.056509	-3.36424	0.4281649	17.983	-2.815023	-2.136798	-6.742418	-5.108105	-1.031037	0	149.1056	7.312751	
gi|4506411|ref|NP_002874.1|	3.308514	1.395549	-0.06754083	-1.093706	-2.3033	-0.2581646	10.33416	4.589326	-0.2544266	-1.110522	-1.048524	-2.050963	-1.817174	-1.162729	-1.041922	6.617035	0.1378354	
gi|157649073|ref|NP_001099000.1|	0.2798582	-1.540146	-1.347524	-1.506802	-1.64463	4.727219	7.256766	5.949698	16.83343	-1.22023	0	-3.043988	-2.076368	-1.075763	3.843793	4.356249	-2.491676	
gi|16418349|ref|NP_443077.1|	1.922602	-1.439419	2.701506	-0.9799167	-0.2527702	2.582188	5.777416	6.122439	-1.673346	-0.9295981	-0.7379815	0.06315287	-1.140324	0.6550878	-1.134981	1.147089	-1.962583	
gi|33469968|ref|NP_005907.3|	-0.5887244	-1.925608	-1.060522	-1.62066	-3.656716	0.1381811	8.314113	12.58251	22.62598	-1.427345	-0.8575685	-2.900239	-2.551788	-1.034001	2.975211	3.651574	-1.45497	
gi|33469919|ref|NP_005905.2|	0.9551394	-2.209091	-1.070154	-1.19052	-1.465369	1.322111	4.82306	1.871959	27.14893	-1.559637	-1.607564	-3.517503	-2.267495	-1.321909	-1.69399	18.97546	-2.834106	
gi|48526509|ref|NP_001001563.1|	0.5189847	9.907035	-0.3115222	6.762104	-2.581799	0.5841358	-0.7313052	1.99686	-1.72322	-0.8825362	2.611714	-1.892462	3.487096	-1.194285	0	-1.215972	1.390396	
gi|31542319|ref|NP_009194.2|	-0.02233569	2.121839	0.4071768	0.9357469	3.39001	3.558752	6.413898	2.431046	-0.008787395	-0.7448289	-1.058725	-2.406852	-1.968847	-1.289812	0	3.353541	3.253436	
gi|20544151|ref|NP_057671.2|	-17.65487	318.8206	228.74	-6.884023	-18.594	-3.135754	-4.971102	-4.896097	-7.567163	0	-1.474709	381.9847	-5.51606	-6.538331	-3.3723	-5.385882	-5.693589	
gi|222144293|ref|NP_002255.3|	29.67676	0.3636836	1.667661	-0.8294956	-2.382178	-0.6360854	-1.632082	-1.039379	1.300399	-1.120546	-0.9100585	-2.987411	-2.17704	0.900733	0	15.86395	-1.331148	
gi|109134349|ref|NP_036265.3|	18.97185	-0.5087167	0	4.707335	-1.702809	1.626782	4.139533	-0.2608536	-0.4171687	-0.6293287	0	-0.9023495	-1.33107	-0.500329	0	7.227506	-0.2051709	
gi|21361794|ref|NP_060918.2|	1.212743	-2.017007	-0.9318462	-1.329109	-2.533923	-0.5431124	4.456583	-0.957019	44.55677	-0.7562017	-0.7717843	-2.265113	-1.898676	-1.323931	-0.4947457	6.690031	-1.043841	
gi|24308295|ref|NP_079472.1|	-2.357058	-2.055453	-0.9778787	-1.451862	25.40566	-0.6855033	-1.585463	0.8883078	-2.189275	-1.111682	-1.361498	-2.923825	-1.472813	-0.4279469	40.93774	-1.881104	5.86474	
gi|108773810|ref|NP_064502.9|	-1.224395	-0.3011671	-0.5520565	-0.7272522	-2.136845	3.556402	12.62698	5.65298	-0.7666625	-0.9079215	0	1.501459	0.1405876	0.2713725	-1.062158	3.595886	-1.843351	
gi|14165464|ref|NP_114367.1|	-2.929086	-3.422981	-1.874677	-2.115508	-4.040743	-0.9545374	-1.976144	-2.278662	59.34083	-0.9214071	-1.411881	-4.158178	-3.028316	4.341653	0	68.42661	3.68593	
gi|260436860|ref|NP_663782.2|	-0.4805833	0	0	10.50219	14.38597	-0.4016079	-0.7489589	-0.6712701	20.53844	0	-0.6302799	-0.8877181	-0.7952626	0	0	2.479508	-1.10097	
gi|14917109|ref|NP_004059.2|	-1.774141	-1.053891	-1.504843	63.92001	22.13294	-0.6907553	-1.933182	-1.548368	-2.654093	-1.445017	-0.8634589	-3.273206	-1.028442	-0.8991889	0	-1.251356	3.791208	
gi|4557761|ref|NP_000242.1|	-19.15953	-2.236406	-5.043943	-11.13889	-19.45879	1031.918	6694.183	849.5485	-24.57347	-5.04339	-2.062917	-20.16937	-18.87499	-9.008362	0	-10.87259	-20.41083	
gi|240120050|ref|NP_001155291.1|	-5.395226	-5.371873	-2.842787	278.8788	-6.336518	-1.606491	-3.736949	-3.474341	-2.298361	-2.113989	-2.749851	-4.479808	-5.057097	-1.782261	0	-1.225397	40.31248	
gi|25777713|ref|NP_733779.1|	2.896687	-1.40365	-0.6356361	10.8589	13.33285	-0.6241266	-1.384714	-1.339711	-0.1907524	0	-1.047187	-0.9071155	-1.711689	-1.323931	-1.140761	14.07666	-2.233005	
gi|116805340|ref|NP_002038.2|	-1.390534	-2.055856	-0.6720572	-0.8486749	-2.980081	1.659957	16.61425	9.483053	16.77244	-0.7610579	0	-2.665504	-0.8671239	0	-0.08866544	3.450329	-2.271854	
gi|17388799|ref|NP_490647.1|	4.05393	-0.4491189	1.155968	0.4557485	-2.160079	-0.5686625	4.412299	-0.9532485	0.03219925	-0.9318061	2.029789	-2.893004	2.328818	-1.204031	0	-1.05688	22.72057	
gi|4757718|ref|NP_004292.1|	0.7996021	0.6726192	24.68837	-1.407803	-3.131509	0.2068043	6.203165	0.2929572	-1.310511	0	0	10.45662	-1.977369	-1.379608	0	5.568787	-2.390392	
gi|145309309|ref|NP_001034679.2|	-3.707315	-5.118481	-2.756107	-2.36046	210.8189	-1.524931	-3.476315	-3.094439	-4.247652	0	-1.072003	-5.373296	-1.236986	-2.582539	0	18.82034	-5.410661	
